client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,cluster,Cluster_Name,segment
C0465,Individual,George,Carter,1949-02-09,M,USA,California,Home,3,No,Website,77,2,C3,Corporate Buyers
C0466,Individual,Patricia,Cox,1987-12-19,F,USA,Virginia,Investment,2,No,Website,39,0,C1,Global Investors
C0467,Individual,Rebecca,Chavez,1952-05-04,F,USA,Ohio,Home,1,Yes,Agency,74,3,C4,Luxury Investors
C0468,Individual,Raymond,Smith,1951-12-13,M,Mexico,Jalisco,Investment,3,Yes,Website,75,2,C3,Corporate Buyers
C0469,Individual,Adam,Foster,1996-12-23,M,USA,California,Home,2,No,Website,30,0,C1,Global Investors
C0470,Individual,Joan,Anderson,1962-12-17,F,USA,Oregon,Home,1,No,Agency,64,3,C4,Luxury Investors
C0471,Individual,Gary,Collins,1983-12-26,M,USA,Utah,Investment,3,No,Agency,43,1,C2,First-Time Buyers
C0472,Individual,Edward,Moore,1951-04-10,M,USA,California,Home,4,No,Website,75,2,C3,Corporate Buyers
C0473,Individual,Sharon,Price,1981-09-08,F,USA,California,Home,3,No,Agency,45,1,C2,First-Time Buyers
C0474,Individual,Gregory,Young,1995-08-12,M,USA,Nevada,Home,1,No,Website,31,0,C1,Global Investors
C0475,Individual,William,Brooks,1945-12-18,M,Belgium,Wallonia,Investment,2,Yes,Agency,81,3,C4,Luxury Investors
C0476,Individual,Steven,Johnson,1997-05-04,M,USA,Florida,Home,3,No,Agency,29,1,C2,First-Time Buyers
C0477,Individual,Jesse,Stone,1984-01-02,M,USA,California,Investment,4,Yes,Website,42,1,C2,First-Time Buyers
C0478,Individual,Ashley,Garcia,1940-02-08,F,USA,Ohio,Investment,4,No,Website,86,2,C3,Corporate Buyers
C0479,Individual,Virginia,Wright,1978-06-04,F,USA,California,Home,2,Yes,Agency,48,0,C1,Global Investors
C0480,Individual,Scott,Bryant,1973-12-16,M,USA,California,Home,4,Yes,Website,53,1,C2,First-Time Buyers
C0481,Individual,Sean,Williams,1976-12-12,M,USA,Arizona,Home,3,No,Agency,50,1,C2,First-Time Buyers
C0482,Individual,Deborah,Brown,1980-08-10,F,USA,New York,Investment,3,Yes,Agency,46,1,C2,First-Time Buyers
C0483,Individual,Kevin,Jackson,1985-08-11,M,USA,Arizona,Investment,1,No,Website,41,0,C1,Global Investors
C0484,Individual,Janet,Wright,1988-12-19,F,USA,Texas,Investment,3,No,Website,38,1,C2,First-Time Buyers
C0485,Individual,Julia,Morales,1991-07-10,F,USA,Arizona,Home,2,No,Website,35,0,C1,Global Investors
C0486,Individual,Billy,Carter,1998-12-16,M,USA,California,Investment,2,Yes,Website,28,0,C1,Global Investors
C0487,Individual,Jessica,Williams,1990-12-23,F,USA,Washington,Home,5,No,Website,36,1,C2,First-Time Buyers
C0488,Individual,Megan,Jackson,1979-11-05,F,USA,California,Investment,4,No,Agency,47,1,C2,First-Time Buyers
C0489,Individual,Austin,Jordan,1950-08-06,M,Germany,Berlin,Investment,2,No,Website,76,3,C4,Luxury Investors
C0490,Individual,Emily,Wright,1953-12-23,F,USA,Nevada,Investment,5,Yes,Website,73,2,C3,Corporate Buyers
C0491,Individual,Noah,White,1941-05-08,M,USA,Washington,Home,2,No,Website,85,3,C4,Luxury Investors
C0492,Individual,Raymond,Price,2000-07-05,M,USA,Utah,Home,3,Yes,Website,26,1,C2,First-Time Buyers
C0493,Individual,Tyler,Hughes,1954-06-07,M,USA,Colorado,Home,3,No,Website,72,2,C3,Corporate Buyers
C0494,Individual,Grace,Carter,1990-03-08,F,USA,California,Home,3,Yes,Website,36,1,C2,First-Time Buyers
C0495,Individual,Jerry,Hall,1953-12-18,M,USA,California,Investment,5,No,Client,73,2,C3,Corporate Buyers
C0496,Individual,Billy,Reyes,1990-04-01,M,USA,California,Home,4,No,Agency,36,1,C2,First-Time Buyers
C0497,Individual,Emma,Stewart,1985-02-02,F,USA,Arizona,Investment,4,Yes,Website,41,1,C2,First-Time Buyers
C0498,Individual,Nancy,Collins,1947-12-21,F,Canada,Alberta,Home,2,Yes,Website,79,3,C4,Luxury Investors
C0499,Individual,Lisa,Patterson,1946-10-02,F,USA,Colorado,Home,3,Yes,Agency,80,2,C3,Corporate Buyers
C0500,Individual,Dennis,Howard,1976-12-15,M,USA,California,Home,4,Yes,Website,50,1,C2,First-Time Buyers
C0501,Individual,Kenneth,Jackson,1995-12-11,M,USA,Nevada,Investment,5,Yes,Agency,31,1,C2,First-Time Buyers
C0502,Individual,Madison,Gray,1965-12-28,F,USA,Arizona,Home,4,No,Website,61,2,C3,Corporate Buyers
C0503,Individual,Keith,Peterson,1942-12-26,M,USA,Utah,Investment,2,Yes,Client,84,3,C4,Luxury Investors
C0504,Individual,Jeffrey,Green,1991-12-14,M,USA,Utah,Home,2,No,Website,35,0,C1,Global Investors
C0505,Individual,Katherine,Wilson,1994-12-18,F,USA,Arizona,Home,3,No,Agency,32,1,C2,First-Time Buyers
C0506,Individual,Albert,Stone,1967-04-07,M,USA,California,Home,5,No,Agency,59,1,C2,First-Time Buyers
C0507,Individual,Mark,Morales,1950-12-26,M,USA,New York,Home,3,No,Website,76,2,C3,Corporate Buyers
C0508,Individual,Grace,Weaver,1970-06-01,F,USA,Nevada,Home,5,No,Agency,56,1,C2,First-Time Buyers
C0509,Individual,Aaron,Cook,1956-02-04,M,Belgium,Wallonia,Home,3,No,Website,70,2,C3,Corporate Buyers
C0510,Individual,Samantha,Evans,1946-12-28,F,France,Brittany,Investment,1,Yes,Website,80,3,C4,Luxury Investors
C0511,Individual,Christine,Parker,1953-12-20,F,UK,England,Home,2,No,Website,73,3,C4,Luxury Investors
C0512,Individual,Hannah,Flores,1944-12-27,F,USA,Arizona,Home,1,No,Client,82,3,C4,Luxury Investors
C0513,Individual,Christian,Morales,1999-07-03,M,USA,Florida,Home,2,Yes,Agency,27,0,C1,Global Investors
C0514,Individual,Rebecca,Evans,1976-12-17,F,USA,Oregon,Home,1,Yes,Website,50,0,C1,Global Investors
C0515,Individual,Melissa,Patterson,1963-12-09,F,USA,California,Home,1,Yes,Website,63,3,C4,Luxury Investors
C0516,Individual,Lawrence,Nelson,1945-12-21,M,USA,Utah,Home,3,No,Website,81,2,C3,Corporate Buyers
C0517,Individual,Harold,Thompson,1958-12-20,M,USA,California,Home,5,No,Client,68,2,C3,Corporate Buyers
C0518,Company,Lumina,Co,1961-12-22,F,USA,New York,Home,3,No,Website,65,2,C3,Corporate Buyers
C0519,Individual,Madison,Freeman,1975-04-10,F,USA,Arizona,Investment,3,No,Agency,51,1,C2,First-Time Buyers
C0520,Individual,Helen,White,1970-11-02,F,USA,Oregon,Home,3,Yes,Agency,56,3,C4,Luxury Investors
C0521,Individual,Stephanie,Allen,1967-02-04,F,Canada,British Columbia,Home,3,No,Website,59,2,C3,Corporate Buyers
C0522,Individual,Nicole,Campbell,1941-12-13,F,USA,Virginia,Home,5,No,Agency,85,2,C3,Corporate Buyers
C0523,Individual,Cynthia,Hansen,1959-12-22,F,USA,Colorado,Home,2,No,Agency,67,3,C4,Luxury Investors
C0524,Individual,Harold,Thompson,1952-12-24,M,USA,Washington,Home,3,No,Website,74,2,C3,Corporate Buyers
C0525,Individual,Frank,Gray,1950-12-06,M,USA,Arizona,Home,4,Yes,Agency,76,2,C3,Corporate Buyers
C0526,Individual,Harold,Green,1967-12-28,M,Germany,Bavaria,Home,5,No,Website,59,1,C2,First-Time Buyers
C0527,Individual,Andrew,Baker,1978-12-19,M,USA,California,Home,2,No,Website,48,0,C1,Global Investors
C0528,Individual,Benjamin,Davis,2000-09-08,M,USA,Washington,Investment,2,No,Client,26,0,C1,Global Investors
C0529,Individual,Paul,Jordan,1972-12-14,M,USA,Nevada,Home,4,Yes,Website,54,1,C2,First-Time Buyers
C0530,Individual,Patricia,Reed,1952-07-09,F,USA,Utah,Home,2,Yes,Agency,74,3,C4,Luxury Investors
C0531,Individual,Emily,White,1975-12-19,F,USA,California,Home,1,No,Website,51,0,C1,Global Investors
C0532,Individual,Lauren,Moore,1979-12-08,F,Belgium,Flanders,Home,2,No,Website,47,0,C1,Global Investors
C0533,Individual,Jeffrey,Williams,1963-06-09,M,USA,Nevada,Investment,1,No,Agency,63,3,C4,Luxury Investors
C0534,Individual,Bryan,Miller,1957-12-21,M,USA,California,Investment,1,No,Agency,69,3,C4,Luxury Investors
C0535,Individual,Judith,Allen,1986-12-22,F,UK,Wales,Home,3,No,Agency,40,1,C2,First-Time Buyers
C0536,Individual,Brittany,Weaver,1955-12-14,F,USA,Arizona,Investment,5,Yes,Website,71,2,C3,Corporate Buyers
C0537,Individual,Carl,Baker,1961-12-25,M,USA,Florida,Home,2,No,Client,65,3,C4,Luxury Investors
C0538,Individual,Richard,Pierce,1968-12-23,M,USA,California,Home,1,Yes,Agency,58,3,C4,Luxury Investors
C0539,Individual,Lawrence,Bryant,1990-12-25,M,USA,California,Investment,1,Yes,Agency,36,0,C1,Global Investors
C0540,Individual,Anna,Long,1996-12-27,F,USA,New York,Home,3,No,Agency,30,1,C2,First-Time Buyers
C0541,Individual,Anthony,Garcia,1999-12-22,M,UK,Northern Ireland,Home,3,No,Agency,27,1,C2,First-Time Buyers
C0542,Company,Lumina,Co,1984-12-26,M,Mexico,Mexico City,Home,3,No,Website,42,1,C2,First-Time Buyers
C0543,Individual,Joan,Parker,1946-12-23,F,USA,Texas,Home,2,Yes,Website,80,3,C4,Luxury Investors
C0544,Individual,Kevin,White,1973-12-16,M,USA,Utah,Home,2,No,Website,53,0,C1,Global Investors
C0545,Individual,Paul,Griffin,1942-04-08,M,USA,Colorado,Home,1,Yes,Agency,84,3,C4,Luxury Investors
C0546,Individual,Samuel,Flores,1966-12-23,M,Canada,Manitoba,Home,4,No,Client,60,2,C3,Corporate Buyers
C0547,Individual,Diane,Allen,1946-12-20,F,USA,California,Investment,2,No,Agency,80,3,C4,Luxury Investors
C0548,Individual,Christopher,Foster,1980-11-04,M,USA,California,Home,2,No,Agency,46,0,C1,Global Investors
C0549,Individual,Daniel,Sanders,1971-12-15,M,USA,Florida,Home,4,No,Website,55,1,C2,First-Time Buyers
C0550,Company,Vertex,Co,1967-09-04,F,USA,Nevada,Home,1,No,Agency,59,3,C4,Luxury Investors
C0551,Individual,Billy,Freeman,1959-12-17,M,USA,California,Investment,4,No,Website,67,2,C3,Corporate Buyers
C0552,Individual,Kyle,Cook,1964-12-20,M,USA,Virginia,Investment,3,No,Agency,62,2,C3,Corporate Buyers
C0553,Individual,James,Bell,1977-12-26,M,USA,Arizona,Home,3,No,Website,49,1,C2,First-Time Buyers
C0554,Individual,Carl,Moore,1947-12-24,M,Australia,Victoria,Home,1,Yes,Agency,79,3,C4,Luxury Investors
C0555,Individual,Aaron,Nelson,1970-12-23,M,USA,California,Investment,4,Yes,Agency,56,1,C2,First-Time Buyers
C0556,Individual,Zachary,Sanders,1957-12-17,M,USA,Colorado,Home,5,No,Website,69,2,C3,Corporate Buyers
C0557,Individual,Judy,Griffin,1940-12-25,F,USA,Utah,Investment,2,No,Website,86,3,C4,Luxury Investors
C0558,Individual,Cheryl,Wood,1973-12-23,F,Denmark,North Denmark,Home,3,No,Website,53,1,C2,First-Time Buyers
C0559,Company,Corvus,Co,1968-12-18,M,USA,California,Home,5,No,Client,58,1,C2,First-Time Buyers
C0560,Individual,Janice,Nelson,1987-12-20,F,Australia,South Australia,Home,3,No,Website,39,1,C2,First-Time Buyers
C0561,Company,Bravada,Co,1961-12-20,F,USA,Arizona,Investment,3,No,Website,65,2,C3,Corporate Buyers
C0562,Individual,Judy,Peterson,1939-12-23,F,USA,Utah,Investment,5,Yes,Website,87,2,C3,Corporate Buyers
C0563,Individual,William,Howard,1990-12-22,M,USA,California,Home,2,Yes,Agency,36,0,C1,Global Investors
C0564,Individual,Scott,Adams,1952-02-09,M,USA,Texas,Home,1,No,Agency,74,3,C4,Luxury Investors
C0565,Individual,Austin,Wood,1984-12-26,M,France,Brittany,Home,1,No,Website,42,0,C1,Global Investors
C0566,Individual,Janice,Miller,2000-09-12,F,USA,Oregon,Investment,4,Yes,Agency,26,1,C2,First-Time Buyers
C0567,Individual,Megan,Chavez,1953-07-10,F,Russia,Saint Petersburg,Investment,2,Yes,Agency,73,3,C4,Luxury Investors
C0568,Individual,Timothy,Wright,1953-04-09,M,USA,California,Home,3,No,Website,73,2,C3,Corporate Buyers
C0569,Individual,Mary,Cook,1971-05-12,F,USA,California,Home,5,Yes,Client,55,1,C2,First-Time Buyers
C0570,Individual,Hannah,Peterson,1965-03-06,F,France,Occitanie,Home,5,Yes,Website,61,2,C3,Corporate Buyers
C0571,Individual,Adam,Chavez,1966-03-07,M,USA,California,Home,3,No,Website,60,2,C3,Corporate Buyers
C0572,Individual,Ann,Johnson,1993-12-11,F,USA,California,Investment,5,No,Website,33,1,C2,First-Time Buyers
C0573,Company,Altira,Co,1976-12-24,M,USA,Georgia,Home,4,Yes,Agency,50,1,C2,First-Time Buyers
C0574,Individual,Gerald,Cox,1967-12-15,M,USA,California,Home,2,No,Agency,59,3,C4,Luxury Investors
C0575,Individual,Brian,Hansen,1965-12-21,M,USA,California,Investment,2,No,Website,61,3,C4,Luxury Investors
C0576,Individual,Terry,Reyes,1958-12-24,M,Germany,Hamburg,Home,1,No,Client,68,3,C4,Luxury Investors
C0577,Individual,Christopher,Miller,1988-12-18,M,USA,Arizona,Home,3,No,Website,38,1,C2,First-Time Buyers
C0578,Individual,Lauren,Rogers,1998-12-22,F,USA,Arizona,Home,5,Yes,Client,28,1,C2,First-Time Buyers
C0579,Individual,Christopher,Ward,1941-04-09,M,USA,Texas,Investment,3,No,Website,85,2,C3,Corporate Buyers
C0580,Individual,Heather,Watson,1948-01-11,F,USA,California,Home,2,Yes,Client,78,3,C4,Luxury Investors
C0581,Individual,Kimberly,Stewart,1956-12-21,F,USA,California,Investment,5,Yes,Website,70,2,C3,Corporate Buyers
C0582,Individual,Teresa,Pierce,1940-10-02,F,USA,Washington,Investment,3,Yes,Website,86,2,C3,Corporate Buyers
C0583,Individual,Kevin,Scott,1985-12-27,M,USA,California,Home,2,No,Agency,41,0,C1,Global Investors
C0584,Individual,Janice,Taylor,1982-03-11,F,USA,California,Home,5,No,Website,44,1,C2,First-Time Buyers
C0585,Individual,Anthony,Edwards,1961-07-02,M,USA,Colorado,Home,3,No,Agency,65,2,C3,Corporate Buyers
C0586,Individual,Noah,Morales,1976-12-14,M,USA,California,Home,2,Yes,Client,50,0,C1,Global Investors
C0587,Individual,Pamela,Richardson,1991-12-24,F,USA,New York,Home,4,No,Website,35,1,C2,First-Time Buyers
C0588,Individual,Janice,White,1988-12-20,F,USA,Florida,Home,2,No,Website,38,0,C1,Global Investors
C0589,Individual,Christopher,Williams,1945-12-21,M,USA,Texas,Investment,5,No,Client,81,2,C3,Corporate Buyers
C0590,Individual,Arthur,Campbell,1965-12-16,M,UK,Scotland,Investment,2,No,Website,61,3,C4,Luxury Investors
C0591,Individual,Dorothy,Long,1968-03-09,F,USA,Nevada,Home,1,No,Website,58,3,C4,Luxury Investors
C0592,Individual,Roger,Moore,1972-06-03,M,USA,Arizona,Investment,2,No,Client,54,0,C1,Global Investors
C0593,Individual,Elizabeth,Carter,1952-08-08,F,USA,California,Home,2,Yes,Agency,74,3,C4,Luxury Investors
C0594,Individual,Diane,Patterson,1942-02-08,F,USA,Utah,Home,1,No,Agency,84,3,C4,Luxury Investors
C0595,Individual,Anna,Murray,1966-06-10,F,USA,Utah,Home,3,No,Agency,60,2,C3,Corporate Buyers
C0596,Individual,Gerald,Phillips,1975-12-17,M,USA,Nevada,Home,4,No,Agency,51,1,C2,First-Time Buyers
C0597,Individual,Peter,King,1985-12-17,M,UK,Northern Ireland,Home,2,Yes,Website,41,0,C1,Global Investors
C0598,Individual,Jacob,Gray,1948-12-24,M,USA,Colorado,Investment,4,No,Website,78,2,C3,Corporate Buyers
C0599,Individual,Jennifer,Turner,1997-12-19,F,Canada,Alberta,Home,2,No,Agency,29,0,C1,Global Investors
C0600,Individual,Thomas,King,1983-12-17,M,USA,Oregon,Investment,1,No,Client,43,0,C1,Global Investors
C0601,Individual,Lisa,Nelson,1971-12-16,F,USA,California,Home,4,No,Website,55,1,C2,First-Time Buyers
C0602,Individual,Albert,Hayes,1983-12-24,M,Germany,Bavaria,Home,4,No,Agency,43,1,C2,First-Time Buyers
C0603,Individual,Diane,Thompson,1994-07-01,F,USA,New York,Home,4,Yes,Agency,32,1,C2,First-Time Buyers
C0604,Individual,Danielle,Montgomery,1997-12-17,F,Belgium,Wallonia,Home,1,No,Agency,29,0,C1,Global Investors
C0605,Individual,Nathan,Flores,1973-12-28,M,USA,Utah,Home,4,Yes,Agency,53,1,C2,First-Time Buyers
C0606,Individual,Carolyn,Stone,1948-12-25,F,France,Ile-de-France,Investment,1,No,Website,78,3,C4,Luxury Investors
C0607,Individual,Daniel,Edwards,1961-12-14,M,USA,California,Home,1,No,Agency,65,3,C4,Luxury Investors
C0608,Individual,Jerry,Adams,1955-12-14,M,USA,California,Home,4,No,Agency,71,2,C3,Corporate Buyers
C0609,Individual,Julia,Richardson,1960-12-22,F,USA,Washington,Home,4,No,Agency,66,2,C3,Corporate Buyers
C0610,Individual,Ann,Owens,1970-10-05,F,USA,California,Investment,4,No,Website,56,1,C2,First-Time Buyers
C0611,Individual,Jacob,Price,1950-06-12,M,USA,California,Home,4,No,Agency,76,2,C3,Corporate Buyers
C0612,Individual,Kevin,Wood,1959-12-26,M,USA,Florida,Home,4,No,Agency,67,2,C3,Corporate Buyers
C0613,Individual,Cynthia,Cox,1995-02-10,F,Australia,Victoria,Home,4,No,Agency,31,1,C2,First-Time Buyers
C0614,Individual,George,Bryant,1972-07-01,M,UK,Wales,Home,3,Yes,Website,54,1,C2,First-Time Buyers
C0615,Individual,Jordan,King,1957-12-01,M,USA,Utah,Home,2,Yes,Website,69,3,C4,Luxury Investors
C0616,Individual,Julie,Brooks,1962-12-17,F,USA,Virginia,Investment,1,Yes,Agency,64,3,C4,Luxury Investors
C0617,Individual,Carolyn,Evans,1986-07-10,F,USA,Ohio,Home,5,Yes,Website,40,1,C2,First-Time Buyers
C0618,Individual,Austin,Taylor,1968-11-05,M,USA,Texas,Home,3,No,Agency,58,2,C3,Corporate Buyers
C0619,Individual,Heather,Morales,1969-12-25,F,USA,Washington,Home,4,No,Website,57,1,C2,First-Time Buyers
C0620,Individual,Sarah,Howard,1959-12-22,F,France,Brittany,Home,3,No,Website,67,2,C3,Corporate Buyers
C0621,Individual,Jonathan,Turner,1981-12-13,M,Germany,Bavaria,Investment,3,Yes,Agency,45,1,C2,First-Time Buyers
C0622,Individual,Katherine,Ward,1987-09-10,F,USA,Washington,Investment,2,No,Client,39,0,C1,Global Investors
C0623,Individual,Jonathan,Adams,1985-12-27,M,USA,Florida,Investment,3,Yes,Client,41,1,C2,First-Time Buyers
C0624,Individual,Carl,Jordan,2000-02-09,M,USA,Nevada,Investment,3,No,Agency,26,1,C2,First-Time Buyers
C0625,Individual,Deborah,Hayes,1983-08-07,F,Belgium,Flanders,Investment,2,Yes,Agency,43,0,C1,Global Investors
C0626,Individual,Sara,Jones,1967-12-13,F,Germany,Hamburg,Investment,2,No,Website,59,3,C4,Luxury Investors
C0627,Individual,Katherine,Johnson,2000-07-11,F,USA,Arizona,Home,3,No,Agency,26,1,C2,First-Time Buyers
C0628,Individual,Arthur,Campbell,1984-12-16,M,Canada,British Columbia,Home,3,Yes,Agency,42,1,C2,First-Time Buyers
C0629,Individual,Maria,Richardson,1946-09-07,F,USA,California,Investment,2,No,Agency,80,3,C4,Luxury Investors
C0630,Individual,Stephen,Roberts,1964-12-28,M,USA,California,Home,2,No,Website,62,3,C4,Luxury Investors
C0631,Individual,Dorothy,Flores,1966-11-12,F,USA,California,Home,5,No,Website,60,2,C3,Corporate Buyers
C0632,Individual,Thomas,Nelson,1947-12-16,M,UK,Northern Ireland,Home,4,No,Website,79,2,C3,Corporate Buyers
C0633,Individual,Ann,Owens,1941-12-05,F,USA,Nevada,Home,3,No,Agency,85,2,C3,Corporate Buyers
C0634,Individual,Justin,Ward,1979-12-17,M,USA,Washington,Investment,4,Yes,Website,47,1,C2,First-Time Buyers
C0635,Individual,Kimberly,King,1959-12-14,F,UK,Scotland,Investment,5,No,Website,67,2,C3,Corporate Buyers
C0636,Individual,Kathleen,Rogers,1980-10-11,F,France,Brittany,Home,5,No,Website,46,1,C2,First-Time Buyers
C0637,Individual,Catherine,Stone,1966-12-14,F,USA,California,Home,2,No,Website,60,3,C4,Luxury Investors
C0638,Individual,Jason,King,1975-04-02,M,USA,Ohio,Home,5,Yes,Website,51,1,C2,First-Time Buyers
C0639,Individual,Mark,Campbell,1961-03-03,M,UK,Scotland,Home,3,Yes,Website,65,2,C3,Corporate Buyers
C0640,Individual,Emily,Thompson,1967-01-03,F,USA,Utah,Home,3,No,Agency,59,2,C3,Corporate Buyers
C0641,Company,Zynex,Co,1993-12-26,M,USA,Arizona,Home,2,No,Agency,33,0,C1,Global Investors
C0642,Individual,Julia,Reyes,1966-12-21,F,USA,California,Home,4,No,Website,60,2,C3,Corporate Buyers
C0643,Individual,Samantha,Richardson,1974-05-05,F,USA,California,Home,5,No,Website,52,1,C2,First-Time Buyers
C0644,Individual,Teresa,Johnson,1955-12-25,F,USA,California,Home,4,Yes,Agency,71,2,C3,Corporate Buyers
C0645,Individual,Arthur,Cox,1987-12-18,M,USA,Nevada,Home,2,No,Client,39,0,C1,Global Investors
C0646,Individual,Cynthia,Campbell,1994-12-21,F,USA,Arizona,Investment,5,No,Agency,32,1,C2,First-Time Buyers
C0647,Individual,Victoria,Green,1946-06-02,F,USA,California,Home,4,No,Agency,80,2,C3,Corporate Buyers
C0648,Individual,Stephanie,Reed,1999-02-03,F,USA,California,Home,1,Yes,Website,27,0,C1,Global Investors
C0649,Individual,Patricia,Mitchell,1995-01-03,F,USA,California,Home,4,No,Agency,31,1,C2,First-Time Buyers
C0650,Company,Polaris,Co,1975-12-19,M,France,Occitanie,Home,3,Yes,Client,51,1,C2,First-Time Buyers
C0651,Company,Horizon,Co,1992-12-14,M,USA,Washington,Home,1,No,Agency,34,0,C1,Global Investors
C0652,Individual,Heather,Johnson,1993-08-12,F,USA,Washington,Home,2,No,Website,33,0,C1,Global Investors
C0653,Individual,Gerald,Adams,1969-12-22,M,USA,Ohio,Home,2,No,Client,57,3,C4,Luxury Investors
C0654,Individual,Eric,Griffin,1960-07-05,M,USA,New York,Home,2,Yes,Website,66,3,C4,Luxury Investors
C0655,Individual,Patricia,King,1949-12-19,F,USA,Nevada,Home,1,Yes,Agency,77,3,C4,Luxury Investors
C0656,Individual,Amber,Allen,1977-08-02,F,USA,Colorado,Home,5,No,Client,49,1,C2,First-Time Buyers
C0657,Individual,Alexander,Allen,1955-12-26,M,USA,California,Home,2,No,Agency,71,3,C4,Luxury Investors
C0658,Individual,Kelly,Green,1998-12-13,F,USA,Virginia,Home,3,Yes,Agency,28,1,C2,First-Time Buyers
C0659,Individual,Sara,Foster,1988-06-10,F,USA,California,Home,4,Yes,Agency,38,1,C2,First-Time Buyers
C0660,Individual,Charles,Kim,1991-10-08,M,USA,Arizona,Home,4,Yes,Client,35,1,C2,First-Time Buyers
C0661,Individual,Deborah,Williams,1960-12-25,F,Canada,Manitoba,Home,3,No,Website,66,2,C3,Corporate Buyers
C0662,Individual,Stephanie,Kim,1956-12-25,F,USA,California,Investment,3,No,Website,70,2,C3,Corporate Buyers
C0663,Individual,Anthony,Flores,1958-02-02,M,USA,California,Home,2,Yes,Agency,68,3,C4,Luxury Investors
C0664,Individual,Lawrence,Wood,1957-12-17,M,Canada,Alberta,Investment,5,Yes,Website,69,2,C3,Corporate Buyers
C0665,Individual,Robert,Adams,1958-12-27,M,USA,Colorado,Investment,1,No,Agency,68,3,C4,Luxury Investors
C0666,Individual,Maria,Davis,1948-09-10,F,USA,California,Investment,1,No,Website,78,3,C4,Luxury Investors
C0667,Individual,Anthony,Mitchell,1966-07-07,M,USA,Arizona,Investment,2,No,Agency,60,3,C4,Luxury Investors
C0668,Individual,Margaret,Peterson,1977-12-15,F,France,Ile-de-France,Investment,4,Yes,Website,49,1,C2,First-Time Buyers
C0669,Individual,Cheryl,Bell,1957-12-18,F,Canada,British Columbia,Home,3,No,Agency,69,2,C3,Corporate Buyers
C0670,Company,Altira,Co,1975-12-18,M,USA,Nevada,Investment,4,No,Website,51,1,C2,First-Time Buyers
C0671,Individual,Jerry,Pierce,1941-09-12,M,USA,Colorado,Home,4,Yes,Client,85,2,C3,Corporate Buyers
C0672,Individual,Amber,Williams,1967-10-03,F,USA,California,Home,2,No,Website,59,3,C4,Luxury Investors
C0673,Individual,Janice,Hayes,1964-12-19,F,USA,California,Home,4,No,Website,62,2,C3,Corporate Buyers
C0674,Individual,Judy,Turner,1985-12-26,F,USA,California,Investment,4,No,Website,41,1,C2,First-Time Buyers
C0675,Individual,Andrea,Wright,1968-12-23,F,USA,Texas,Home,5,No,Website,58,1,C2,First-Time Buyers
C0676,Individual,Lisa,Davis,1942-12-06,F,USA,Nevada,Home,2,No,Agency,84,3,C4,Luxury Investors
C0677,Individual,Jerry,Miller,1981-02-09,M,USA,Arizona,Investment,2,No,Agency,45,0,C1,Global Investors
C0678,Individual,Joseph,Watson,1971-12-19,M,USA,California,Home,4,Yes,Website,55,1,C2,First-Time Buyers
C0679,Individual,Lisa,Patterson,1964-02-12,F,USA,Nevada,Home,1,No,Agency,62,3,C4,Luxury Investors
C0680,Individual,Andrew,Griffin,1964-12-16,M,USA,Utah,Investment,2,No,Agency,62,3,C4,Luxury Investors
C0681,Company,Helios,Co,1976-12-25,F,USA,California,Home,3,No,Agency,50,1,C2,First-Time Buyers
C0682,Individual,Donald,Bennett,1973-12-06,M,USA,California,Home,5,No,Website,53,1,C2,First-Time Buyers
C0683,Individual,Patrick,Jordan,1947-12-20,M,USA,Colorado,Home,2,Yes,Agency,79,3,C4,Luxury Investors
C0684,Individual,Donald,Miller,1985-05-10,M,USA,California,Home,1,No,Agency,41,0,C1,Global Investors
C0685,Individual,Sharon,Hansen,1986-12-18,F,USA,Washington,Home,5,No,Agency,40,1,C2,First-Time Buyers
C0686,Individual,Michael,Howard,1962-12-17,M,USA,California,Home,1,Yes,Website,64,3,C4,Luxury Investors
C0687,Individual,Susan,Long,1959-03-01,F,USA,Utah,Home,3,Yes,Website,67,2,C3,Corporate Buyers
C0688,Individual,Kathleen,Howard,1968-04-12,F,USA,Colorado,Investment,5,Yes,Website,58,1,C2,First-Time Buyers
C0689,Individual,Ann,Williams,1997-12-17,F,USA,California,Home,4,No,Website,29,1,C2,First-Time Buyers
C0690,Individual,Janet,Stewart,1985-09-09,F,USA,Oregon,Home,4,Yes,Agency,41,1,C2,First-Time Buyers
C0691,Individual,Kenneth,Bell,1942-12-22,M,USA,California,Investment,4,No,Agency,84,2,C3,Corporate Buyers
C0692,Individual,Adam,Roberts,1963-12-14,M,USA,Georgia,Investment,3,No,Agency,63,2,C3,Corporate Buyers
C0693,Individual,Jesse,Chavez,1956-12-28,M,USA,California,Investment,5,Yes,Agency,70,2,C3,Corporate Buyers
C0694,Company,Sterling,Co,1988-12-13,M,UK,Scotland,Investment,2,No,Website,38,0,C1,Global Investors
C0695,Individual,Timothy,Rogers,1946-12-24,M,USA,Washington,Home,4,No,Website,80,2,C3,Corporate Buyers
C0696,Individual,Carol,Green,1994-06-03,F,USA,Washington,Investment,5,Yes,Agency,32,1,C2,First-Time Buyers
C0697,Individual,Bryan,Mitchell,1986-01-11,M,USA,California,Investment,4,Yes,Agency,40,1,C2,First-Time Buyers
