client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel
C0313,Company,Stratos,Co,12-04-1974,M,USA,California,Home,1,No,Agency
C0314,Individual,Andrew,Jones,12-23-1981,M,USA,Washington,Investment,4,No,Agency
C0315,Individual,Michael,Phillips,12-18-1986,M,Mexico,Baja California,Investment,5,No,Website
C0316,Individual,Brandon,Martin,12-14-1996,M,UK,Scotland,Investment,4,Yes,Website
C0317,Individual,Amber,Hansen,12-17-1998,F,USA,California,Investment,2,Yes,Website
C0318,Individual,Amy,Peterson,12-22-1973,F,Germany,Berlin,Home,5,No,Website
C0319,Company,Zynex,Co,12-11-1995,F,USA,Texas,Home,5,Yes,Website
C0320,Individual,Tyler,Cox,01-12-1984,M,USA,Texas,Home,3,Yes,Client
C0321,Individual,Jesse,Cook,12-01-1992,M,USA,California,Investment,2,No,Agency
C0322,Individual,Deborah,Moore,12-25-1995,F,USA,California,Home,2,Yes,Website
C0323,Individual,Samantha,Hayes,12-16-1974,F,USA,California,Investment,2,Yes,Website
C0324,Individual,Raymond,Parker,12-14-1992,M,USA,Washington,Home,4,No,Website
C0325,Individual,Maria,Flores,12-24-1982,F,USA,California,Home,5,Yes,Agency
C0326,Individual,Daniel,Reed,10-05-1958,M,USA,Oregon,Investment,4,Yes,Agency
C0327,Individual,Elizabeth,Ward,09-07-1961,F,UK,Scotland,Home,1,No,Agency
C0328,Individual,William,Young,12-22-1945,M,USA,California,Home,1,Yes,Client
C0329,Individual,Diane,Morales,05-10-1998,F,Germany,Hesse,Home,3,No,Agency
C0330,Individual,Christian,Richardson,12-21-1974,M,USA,California,Home,1,No,Website
C0331,Individual,Ann,Martin,12-23-1983,F,USA,California,Investment,3,No,Agency
C0332,Individual,Christopher,Price,12-15-1988,M,USA,Texas,Investment,3,No,Website
C0333,Individual,Helen,Hall,12-23-1954,F,UK,Wales,Home,3,No,Website
C0334,Individual,Andrew,Roberts,01-08-1950,M,USA,Arizona,Investment,3,No,Agency
C0335,Individual,Charles,Morris,12-24-1974,M,USA,Arizona,Home,4,No,Website
C0336,Individual,Karen,Price,12-17-1970,F,USA,California,Investment,5,No,Agency
C0337,Individual,Nathan,Alexander,12-27-1941,M,USA,Arizona,Home,3,Yes,Website
C0338,Individual,Patrick,Flores,12-28-1942,M,USA,California,Home,5,Yes,Website
C0339,Individual,Keith,King,05-10-1963,M,USA,Utah,Investment,5,No,Agency
C0340,Individual,Daniel,Garcia,12-25-1939,M,USA,California,Investment,2,No,Agency
C0341,Individual,Carl,Chavez,10-11-1982,M,USA,California,Investment,4,No,Agency
C0342,Individual,Kevin,Hughes,12-15-1973,M,USA,California,Investment,2,No,Client
C0343,Individual,Joyce,Thompson,12-17-1951,F,USA,California,Home,2,No,Website
C0344,Individual,Joshua,Jackson,12-13-1996,M,Canada,British Columbia,Home,2,Yes,Website
C0345,Individual,Stephanie,Hall,12-15-1968,F,USA,New York,Home,4,Yes,Website
C0346,Individual,Amy,Nelson,02-06-1963,F,USA,California,Home,5,No,Agency
C0347,Individual,Mark,Reyes,12-24-1991,M,USA,Washington,Home,3,Yes,Website
C0348,Individual,Jack,Pierce,12-13-1981,M,USA,Colorado,Investment,5,Yes,Agency
C0349,Individual,Paul,Jackson,12-26-1974,M,USA,Arizona,Home,2,Yes,Agency
C0350,Individual,Richard,Jones,11-12-1992,M,USA,Arizona,Home,2,No,Agency
C0351,Individual,Michelle,Watson,12-27-1960,F,USA,Oregon,Home,5,No,Agency
C0352,Individual,Judith,Williams,12-22-1976,F,USA,Nevada,Investment,3,No,Agency
C0353,Individual,Anna,Murray,12-24-1963,F,USA,Arizona,Home,2,No,Agency
C0354,Individual,Kimberly,Turner,12-23-1997,F,USA,California,Home,4,No,Website
C0355,Individual,Henry,Alexander,12-16-1950,M,Mexico,Baja California,Investment,1,No,Website
C0356,Individual,Andrea,Kim,06-06-1976,F,USA,Georgia,Home,3,No,Website
C0357,Individual,Danielle,Griffin,09-04-1988,F,USA,California,Home,3,No,Website
C0358,Individual,Katherine,Griffin,12-26-1977,F,Australia,New South Wales,Home,3,Yes,Agency
C0359,Individual,Julie,Cooper,10-03-1951,F,USA,California,Investment,1,No,Agency
C0360,Individual,Laura,Baker,09-09-1948,F,USA,Utah,Home,2,Yes,Agency
C0361,Individual,Nicholas,Miller,08-09-1958,M,UK,England,Home,1,Yes,Website
C0362,Individual,Betty,Moore,06-09-2000,F,USA,Utah,Home,4,No,Website
C0363,Individual,Christine,Edwards,12-25-1958,F,USA,Utah,Investment,2,No,Client
C0364,Individual,George,Gray,02-03-1944,M,USA,Texas,Home,2,No,Website
C0365,Individual,Brandon,Morales,11-02-1962,M,USA,Colorado,Investment,5,No,Agency
C0366,Individual,Keith,Long,12-26-1982,M,USA,California,Home,4,No,Website
C0367,Individual,Samuel,Collins,12-25-1963,M,USA,California,Investment,4,No,Agency
C0368,Individual,Betty,Scott,11-08-1992,F,USA,California,Home,4,Yes,Agency
C0369,Individual,Helen,Murray,01-10-1954,F,USA,Utah,Home,2,Yes,Agency
C0370,Individual,Michelle,Brooks,12-23-1956,F,Russia,Krasnodar Krai,Home,1,No,Website
C0371,Individual,Ryan,Moore,12-15-1969,M,Belgium,Wallonia,Investment,3,No,Agency
C0372,Individual,Teresa,Nelson,12-22-1951,F,Belgium,Flanders,Investment,1,No,Agency
C0373,Individual,Karen,Morales,12-27-1992,F,USA,Georgia,Home,2,No,Agency
C0374,Individual,Madison,Hughes,07-11-1993,F,Australia,New South Wales,Investment,4,Yes,Agency
C0375,Individual,Kyle,Thompson,12-15-1967,M,USA,California,Investment,4,No,Website
C0376,Individual,Shirley,Smith,12-19-1952,F,USA,California,Home,3,No,Website
C0377,Individual,Charles,Patterson,12-14-1997,M,USA,Washington,Home,4,No,Website
C0378,Individual,Heather,Anderson,12-28-1956,F,USA,California,Investment,3,Yes,Website
C0379,Company,Optima,Co,12-22-1976,M,USA,California,Investment,2,Yes,Client
C0380,Individual,Evelyn,Chavez,12-13-1972,F,USA,California,Home,3,Yes,Website
C0381,Individual,David,Gray,08-01-1961,M,USA,California,Home,5,Yes,Agency
C0382,Individual,Nicholas,Garcia,08-08-1975,M,USA,California,Investment,1,Yes,Agency
C0383,Company,Novex,Co,09-11-1985,F,Mexico,Mexico City,Investment,3,No,Agency
C0384,Individual,Amy,Stewart,12-22-1943,F,USA,California,Home,3,Yes,Website
C0385,Individual,Douglas,Owens,12-01-1969,M,UK,Northern Ireland,Investment,4,No,Website
C0386,Individual,Carol,Stewart,12-25-1975,F,USA,Colorado,Home,2,No,Client
C0387,Individual,Jessica,Owens,12-18-1973,F,USA,California,Home,2,Yes,Website
C0388,Individual,Zachary,Cox,12-24-1994,M,USA,California,Home,4,No,Agency
C0389,Individual,Ronald,Stone,12-18-1953,M,USA,Colorado,Home,3,No,Website
C0390,Individual,Steven,Griffin,12-23-1941,M,Canada,Quebec,Investment,2,No,Website
C0391,Individual,Heather,Long,12-11-1966,F,USA,California,Home,5,No,Agency
C0392,Individual,Katherine,Adams,12-14-1976,F,USA,Arizona,Home,2,Yes,Website
C0393,Individual,Nicole,Allen,08-06-1988,F,USA,Arizona,Home,4,No,Agency
C0394,Individual,Shirley,Foster,12-24-1953,F,USA,Colorado,Home,3,Yes,Website
C0395,Individual,Deborah,Chavez,12-17-1958,F,USA,Florida,Home,1,No,Website
C0396,Individual,Charles,Allen,12-17-1999,M,USA,Nevada,Home,5,No,Agency
C0397,Individual,Hannah,Williams,12-18-1999,F,USA,California,Home,5,No,Website
C0398,Individual,Jennifer,Alexander,12-22-1947,F,USA,Texas,Home,1,Yes,Agency
C0399,Individual,Albert,Kim,09-06-1984,M,USA,California,Home,4,No,Agency
C0400,Individual,Brandon,Anderson,12-25-1958,M,USA,California,Home,4,No,Agency
C0401,Individual,Brian,Anderson,12-21-1968,M,USA,Arizona,Home,5,Yes,Website
C0402,Individual,Brenda,Garcia,12-22-1940,F,USA,Georgia,Home,5,No,Website
C0403,Individual,Jennifer,Adams,12-25-1962,F,Australia,New South Wales,Home,1,No,Website
C0404,Individual,Sara,Cook,05-12-1976,F,France,Normandy,Investment,1,No,Client
C0405,Company,Horizon,Co,12-25-1968,M,USA,Colorado,Home,1,No,Agency
C0406,Individual,Christine,Brown,12-26-1959,F,USA,Colorado,Home,3,No,Website
C0407,Individual,Lisa,Freeman,12-23-1981,F,USA,California,Home,2,No,Client
C0408,Individual,Tyler,Rogers,03-02-1977,M,USA,California,Home,3,No,Website
C0409,Individual,Timothy,Reyes,12-18-1971,M,USA,Nevada,Home,1,Yes,Website
C0410,Individual,Diane,Johnson,12-13-1981,F,Russia,Saint Petersburg,Home,5,Yes,Agency
C0411,Individual,Amanda,Moore,09-05-1983,F,USA,California,Home,2,No,Website
C0412,Individual,Karen,Richardson,12-24-1983,F,UK,Scotland,Home,5,No,Website
C0413,Individual,Brandon,Smith,11-07-1940,M,Canada,British Columbia,Home,3,No,Website
C0414,Individual,Brandon,Reed,07-12-1962,M,USA,California,Home,4,No,Website
C0415,Individual,Grace,Turner,09-07-1980,F,USA,Nevada,Home,5,Yes,Agency
C0416,Company,Bravada,Co,12-28-1980,M,Germany,North Rhine-Westphalia,Investment,5,Yes,Client
C0417,Individual,Peter,Collins,03-12-1947,M,USA,Utah,Home,2,No,Website
C0418,Individual,Douglas,Howard,12-20-1995,M,USA,Arizona,Home,5,No,Agency
C0419,Individual,Jack,Hansen,03-11-1962,M,USA,Washington,Home,3,Yes,Agency
C0420,Individual,Debra,Reyes,04-01-1994,F,USA,California,Home,5,No,Agency
C0421,Individual,Zachary,Cox,12-25-1974,M,Germany,Hesse,Investment,5,Yes,Website
C0422,Company,Telnox,Co,12-13-1972,F,USA,California,Home,1,Yes,Client
C0423,Individual,Rachel,Sanders,12-17-1949,F,USA,California,Home,1,No,Client
C0424,Individual,Sarah,Stewart,04-12-1998,F,USA,Florida,Home,1,No,Website
C0425,Individual,Gerald,Wright,11-03-1965,M,USA,Nevada,Home,2,No,Agency
C0426,Individual,Julie,Brown,07-10-1953,F,USA,Oregon,Home,4,Yes,Client
C0427,Individual,Sarah,Peterson,06-09-1994,F,USA,California,Home,4,Yes,Website
C0428,Individual,Gloria,Rogers,12-20-1961,F,USA,Oregon,Home,3,No,Agency
C0429,Individual,Danielle,Stone,05-11-1995,F,USA,California,Home,3,Yes,Website
C0430,Individual,Roger,Wood,05-10-1974,M,USA,Nevada,Home,2,No,Agency
C0431,Individual,Austin,King,05-05-1969,M,USA,California,Home,5,Yes,Website
C0432,Company,Grandis,Co,12-17-1994,M,USA,California,Home,5,No,Agency
C0433,Individual,Ruth,Hughes,03-03-1969,F,USA,California,Investment,2,Yes,Website
C0434,Individual,Amanda,Sanders,12-25-1963,F,Russia,Tatarstan,Home,5,No,Website
C0435,Individual,Sara,Richardson,12-25-1965,F,Australia,New South Wales,Home,5,Yes,Website
C0436,Individual,Brandon,Jones,12-05-1972,M,USA,Colorado,Home,2,Yes,Client
C0437,Individual,Danielle,James,05-10-1990,F,USA,Texas,Home,1,No,Website
C0438,Individual,Gregory,Collins,09-10-1982,M,USA,Georgia,Investment,1,Yes,Client
C0439,Individual,Larry,Thompson,08-03-1956,M,USA,Virginia,Home,2,No,Agency
C0440,Individual,Lawrence,Parker,12-13-1959,M,USA,California,Investment,1,No,Agency
C0441,Individual,Joan,Foster,01-10-1980,F,Russia,Krasnodar Krai,Investment,1,No,Agency
C0442,Individual,Sarah,Hansen,12-14-1974,F,USA,Colorado,Home,3,Yes,Website
C0443,Individual,Noah,Foster,12-22-1949,M,Denmark,Capital Region,Home,1,Yes,Agency
C0444,Individual,Jennifer,Martin,12-15-1940,F,USA,California,Home,2,No,Website
C0445,Individual,Michelle,Evans,12-11-1995,F,USA,California,Home,2,Yes,Website
C0446,Individual,Douglas,Thomas,01-02-1955,M,USA,Colorado,Home,2,No,Website
C0447,Individual,Patricia,Johnson,12-27-1955,F,USA,New York,Home,2,No,Website
C0448,Individual,Mark,White,10-06-1980,M,USA,Nevada,Investment,2,No,Agency
C0449,Individual,Jordan,King,12-24-1971,M,USA,Oregon,Investment,2,No,Agency
C0450,Individual,Matthew,Jackson,12-19-1991,M,Mexico,Nuevo Leon,Home,3,No,Website
C0451,Individual,Larry,Anderson,12-20-1984,M,Canada,Alberta,Investment,5,Yes,Client
C0452,Individual,Brandon,Adams,12-17-1966,M,USA,Washington,Home,3,No,Website
C0453,Individual,Carl,Wood,12-16-1992,M,UK,Scotland,Investment,1,No,Website
C0454,Company,Altira,Co,01-04-1961,F,USA,Nevada,Investment,4,No,Agency
C0455,Individual,Karen,Williams,01-02-1963,F,USA,California,Home,1,No,Agency
C0456,Individual,Virginia,Brooks,12-18-1994,F,USA,Oregon,Home,3,Yes,Website
C0457,Individual,Kenneth,Hansen,12-19-1979,M,UK,Wales,Investment,1,No,Agency
C0458,Individual,Thomas,Turner,04-07-1995,M,USA,Oregon,Investment,1,No,Agency
C0459,Individual,Steven,Johnson,12-23-1954,M,USA,California,Home,3,No,Agency
C0460,Individual,Amanda,Cox,12-25-1991,F,USA,Virginia,Home,1,No,Website
C0461,Individual,Jonathan,Peterson,12-16-1959,M,USA,Arizona,Home,1,No,Agency
C0462,Individual,Eric,White,12-22-1942,M,Australia,Victoria,Home,2,No,Agency
C0463,Individual,Nicholas,Garcia,12-13-1969,M,USA,California,Home,5,No,Client
C0464,Individual,Gregory,Turner,11-12-1974,M,USA,Florida,Home,5,No,Website
C0465,Individual,George,Carter,02-09-1949,M,USA,California,Home,3,No,Website
C0466,Individual,Patricia,Cox,12-19-1987,F,USA,Virginia,Investment,2,No,Website
C0467,Individual,Rebecca,Chavez,05-04-1952,F,USA,Ohio,Home,1,Yes,Agency
C0468,Individual,Raymond,Smith,12-13-1951,M,Mexico,Jalisco,Investment,3,Yes,Website
C0469,Individual,Adam,Foster,12-23-1996,M,USA,California,Home,2,No,Website
C0470,Individual,Joan,Anderson,12-17-1962,F,USA,Oregon,Home,1,No,Agency
C0471,Individual,Gary,Collins,12-26-1983,M,USA,Utah,Investment,3,No,Agency
C0472,Individual,Edward,Moore,04-10-1951,M,USA,California,Home,4,No,Website
C0473,Individual,Sharon,Price,09-08-1981,F,USA,California,Home,3,No,Agency
C0474,Individual,Gregory,Young,08-12-1995,M,USA,Nevada,Home,1,No,Website
C0475,Individual,William,Brooks,12-18-1945,M,Belgium,Wallonia,Investment,2,Yes,Agency
C0476,Individual,Steven,Johnson,05-04-1997,M,USA,Florida,Home,3,No,Agency
C0477,Individual,Jesse,Stone,01-02-1984,M,USA,California,Investment,4,Yes,Website
C0478,Individual,Ashley,Garcia,02-08-1940,F,USA,Ohio,Investment,4,No,Website
C0479,Individual,Virginia,Wright,06-04-1978,F,USA,California,Home,2,Yes,Agency
C0480,Individual,Scott,Bryant,12-16-1973,M,USA,California,Home,4,Yes,Website
C0481,Individual,Sean,Williams,12-12-1976,M,USA,Arizona,Home,3,No,Agency
C0482,Individual,Deborah,Brown,08-10-1980,F,USA,New York,Investment,3,Yes,Agency
C0483,Individual,Kevin,Jackson,08-11-1985,M,USA,Arizona,Investment,1,No,Website
C0484,Individual,Janet,Wright,12-19-1988,F,USA,Texas,Investment,3,No,Website
C0485,Individual,Julia,Morales,07-10-1991,F,USA,Arizona,Home,2,No,Website
C0486,Individual,Billy,Carter,12-16-1998,M,USA,California,Investment,2,Yes,Website
C0487,Individual,Jessica,Williams,12-23-1990,F,USA,Washington,Home,5,No,Website
C0488,Individual,Megan,Jackson,11-05-1979,F,USA,California,Investment,4,No,Agency
C0489,Individual,Austin,Jordan,08-06-1950,M,Germany,Berlin,Investment,2,No,Website
C0490,Individual,Emily,Wright,12-23-1953,F,USA,Nevada,Investment,5,Yes,Website
C0491,Individual,Noah,White,05-08-1941,M,USA,Washington,Home,2,No,Website
C0492,Individual,Raymond,Price,07-05-2000,M,USA,Utah,Home,3,Yes,Website
C0493,Individual,Tyler,Hughes,06-07-1954,M,USA,Colorado,Home,3,No,Website
C0494,Individual,Grace,Carter,03-08-1990,F,USA,California,Home,3,Yes,Website
C0495,Individual,Jerry,Hall,12-18-1953,M,USA,California,Investment,5,No,Client
C0496,Individual,Billy,Reyes,04-01-1990,M,USA,California,Home,4,No,Agency
C0497,Individual,Emma,Stewart,02-02-1985,F,USA,Arizona,Investment,4,Yes,Website
C0498,Individual,Nancy,Collins,12-21-1947,F,Canada,Alberta,Home,2,Yes,Website
C0499,Individual,Lisa,Patterson,10-02-1946,F,USA,Colorado,Home,3,Yes,Agency
C0500,Individual,Dennis,Howard,12-15-1976,M,USA,California,Home,4,Yes,Website
C0501,Individual,Kenneth,Jackson,12-11-1995,M,USA,Nevada,Investment,5,Yes,Agency
C0502,Individual,Madison,Gray,12-28-1965,F,USA,Arizona,Home,4,No,Website
C0503,Individual,Keith,Peterson,12-26-1942,M,USA,Utah,Investment,2,Yes,Client
C0504,Individual,Jeffrey,Green,12-14-1991,M,USA,Utah,Home,2,No,Website
C0505,Individual,Katherine,Wilson,12-18-1994,F,USA,Arizona,Home,3,No,Agency
C0506,Individual,Albert,Stone,04-07-1967,M,USA,California,Home,5,No,Agency
C0507,Individual,Mark,Morales,12-26-1950,M,USA,New York,Home,3,No,Website
C0508,Individual,Grace,Weaver,06-01-1970,F,USA,Nevada,Home,5,No,Agency
C0509,Individual,Aaron,Cook,02-04-1956,M,Belgium,Wallonia,Home,3,No,Website
C0510,Individual,Samantha,Evans,12-28-1946,F,France,Brittany,Investment,1,Yes,Website
C0511,Individual,Christine,Parker,12-20-1953,F,UK,England,Home,2,No,Website
C0512,Individual,Hannah,Flores,12-27-1944,F,USA,Arizona,Home,1,No,Client
C0513,Individual,Christian,Morales,07-03-1999,M,USA,Florida,Home,2,Yes,Agency
C0514,Individual,Rebecca,Evans,12-17-1976,F,USA,Oregon,Home,1,Yes,Website
C0515,Individual,Melissa,Patterson,12-09-1963,F,USA,California,Home,1,Yes,Website
C0516,Individual,Lawrence,Nelson,12-21-1945,M,USA,Utah,Home,3,No,Website
C0517,Individual,Harold,Thompson,12-20-1958,M,USA,California,Home,5,No,Client
C0518,Company,Lumina,Co,12-22-1961,F,USA,New York,Home,3,No,Website
C0519,Individual,Madison,Freeman,04-10-1975,F,USA,Arizona,Investment,3,No,Agency
C0520,Individual,Helen,White,11-02-1970,F,USA,Oregon,Home,3,Yes,Agency
C0521,Individual,Stephanie,Allen,02-04-1967,F,Canada,British Columbia,Home,3,No,Website
C0522,Individual,Nicole,Campbell,12-13-1941,F,USA,Virginia,Home,5,No,Agency
C0523,Individual,Cynthia,Hansen,12-22-1959,F,USA,Colorado,Home,2,No,Agency
C0524,Individual,Harold,Thompson,12-24-1952,M,USA,Washington,Home,3,No,Website
C0525,Individual,Frank,Gray,12-06-1950,M,USA,Arizona,Home,4,Yes,Agency
C0526,Individual,Harold,Green,12-28-1967,M,Germany,Bavaria,Home,5,No,Website
C0527,Individual,Andrew,Baker,12-19-1978,M,USA,California,Home,2,No,Website
C0528,Individual,Benjamin,Davis,09-08-2000,M,USA,Washington,Investment,2,No,Client
C0529,Individual,Paul,Jordan,12-14-1972,M,USA,Nevada,Home,4,Yes,Website
C0530,Individual,Patricia,Reed,07-09-1952,F,USA,Utah,Home,2,Yes,Agency
C0531,Individual,Emily,White,12-19-1975,F,USA,California,Home,1,No,Website
C0532,Individual,Lauren,Moore,12-08-1979,F,Belgium,Flanders,Home,2,No,Website
C0533,Individual,Jeffrey,Williams,06-09-1963,M,USA,Nevada,Investment,1,No,Agency
C0534,Individual,Bryan,Miller,12-21-1957,M,USA,California,Investment,1,No,Agency
C0535,Individual,Judith,Allen,12-22-1986,F,UK,Wales,Home,3,No,Agency
C0536,Individual,Brittany,Weaver,12-14-1955,F,USA,Arizona,Investment,5,Yes,Website
C0537,Individual,Carl,Baker,12-25-1961,M,USA,Florida,Home,2,No,Client
C0538,Individual,Richard,Pierce,12-23-1968,M,USA,California,Home,1,Yes,Agency
C0539,Individual,Lawrence,Bryant,12-25-1990,M,USA,California,Investment,1,Yes,Agency
C0540,Individual,Anna,Long,12-27-1996,F,USA,New York,Home,3,No,Agency
C0541,Individual,Anthony,Garcia,12-22-1999,M,UK,Northern Ireland,Home,3,No,Agency
C0542,Company,Lumina,Co,12-26-1984,M,Mexico,Mexico City,Home,3,No,Website
C0543,Individual,Joan,Parker,12-23-1946,F,USA,Texas,Home,2,Yes,Website
C0544,Individual,Kevin,White,12-16-1973,M,USA,Utah,Home,2,No,Website
C0545,Individual,Paul,Griffin,04-08-1942,M,USA,Colorado,Home,1,Yes,Agency
C0546,Individual,Samuel,Flores,12-23-1966,M,Canada,Manitoba,Home,4,No,Client
C0547,Individual,Diane,Allen,12-20-1946,F,USA,California,Investment,2,No,Agency
C0548,Individual,Christopher,Foster,11-04-1980,M,USA,California,Home,2,No,Agency
C0549,Individual,Daniel,Sanders,12-15-1971,M,USA,Florida,Home,4,No,Website
C0550,Company,Vertex,Co,09-04-1967,F,USA,Nevada,Home,1,No,Agency
C0551,Individual,Billy,Freeman,12-17-1959,M,USA,California,Investment,4,No,Website
C0552,Individual,Kyle,Cook,12-20-1964,M,USA,Virginia,Investment,3,No,Agency
C0553,Individual,James,Bell,12-26-1977,M,USA,Arizona,Home,3,No,Website
C0554,Individual,Carl,Moore,12-24-1947,M,Australia,Victoria,Home,1,Yes,Agency
C0555,Individual,Aaron,Nelson,12-23-1970,M,USA,California,Investment,4,Yes,Agency
C0556,Individual,Zachary,Sanders,12-17-1957,M,USA,Colorado,Home,5,No,Website
C0557,Individual,Judy,Griffin,12-25-1940,F,USA,Utah,Investment,2,No,Website
C0558,Individual,Cheryl,Wood,12-23-1973,F,Denmark,North Denmark,Home,3,No,Website
C0559,Company,Corvus,Co,12-18-1968,M,USA,California,Home,5,No,Client
C0560,Individual,Janice,Nelson,12-20-1987,F,Australia,South Australia,Home,3,No,Website
C0561,Company,Bravada,Co,12-20-1961,F,USA,Arizona,Investment,3,No,Website
C0562,Individual,Judy,Peterson,12-23-1939,F,USA,Utah,Investment,5,Yes,Website
C0563,Individual,William,Howard,12-22-1990,M,USA,California,Home,2,Yes,Agency
C0564,Individual,Scott,Adams,02-09-1952,M,USA,Texas,Home,1,No,Agency
C0565,Individual,Austin,Wood,12-26-1984,M,France,Brittany,Home,1,No,Website
C0566,Individual,Janice,Miller,09-12-2000,F,USA,Oregon,Investment,4,Yes,Agency
C0567,Individual,Megan,Chavez,07-10-1953,F,Russia,Saint Petersburg,Investment,2,Yes,Agency
C0568,Individual,Timothy,Wright,04-09-1953,M,USA,California,Home,3,No,Website
C0569,Individual,Mary,Cook,05-12-1971,F,USA,California,Home,5,Yes,Client
C0570,Individual,Hannah,Peterson,03-06-1965,F,France,Occitanie,Home,5,Yes,Website
C0571,Individual,Adam,Chavez,03-07-1966,M,USA,California,Home,3,No,Website
C0572,Individual,Ann,Johnson,12-11-1993,F,USA,California,Investment,5,No,Website
C0573,Company,Altira,Co,12-24-1976,M,USA,Georgia,Home,4,Yes,Agency
C0574,Individual,Gerald,Cox,12-15-1967,M,USA,California,Home,2,No,Agency
C0575,Individual,Brian,Hansen,12-21-1965,M,USA,California,Investment,2,No,Website
C0576,Individual,Terry,Reyes,12-24-1958,M,Germany,Hamburg,Home,1,No,Client
C0577,Individual,Christopher,Miller,12-18-1988,M,USA,Arizona,Home,3,No,Website
C0578,Individual,Lauren,Rogers,12-22-1998,F,USA,Arizona,Home,5,Yes,Client
C0579,Individual,Christopher,Ward,04-09-1941,M,USA,Texas,Investment,3,No,Website
C0580,Individual,Heather,Watson,01-11-1948,F,USA,California,Home,2,Yes,Client
C0581,Individual,Kimberly,Stewart,12-21-1956,F,USA,California,Investment,5,Yes,Website
C0582,Individual,Teresa,Pierce,10-02-1940,F,USA,Washington,Investment,3,Yes,Website
C0583,Individual,Kevin,Scott,12-27-1985,M,USA,California,Home,2,No,Agency
C0584,Individual,Janice,Taylor,03-11-1982,F,USA,California,Home,5,No,Website
C0585,Individual,Anthony,Edwards,07-02-1961,M,USA,Colorado,Home,3,No,Agency
C0586,Individual,Noah,Morales,12-14-1976,M,USA,California,Home,2,Yes,Client
C0587,Individual,Pamela,Richardson,12-24-1991,F,USA,New York,Home,4,No,Website
C0588,Individual,Janice,White,12-20-1988,F,USA,Florida,Home,2,No,Website
C0589,Individual,Christopher,Williams,12-21-1945,M,USA,Texas,Investment,5,No,Client
C0590,Individual,Arthur,Campbell,12-16-1965,M,UK,Scotland,Investment,2,No,Website
C0591,Individual,Dorothy,Long,03-09-1968,F,USA,Nevada,Home,1,No,Website
C0592,Individual,Roger,Moore,06-03-1972,M,USA,Arizona,Investment,2,No,Client
C0593,Individual,Elizabeth,Carter,08-08-1952,F,USA,California,Home,2,Yes,Agency
C0594,Individual,Diane,Patterson,02-08-1942,F,USA,Utah,Home,1,No,Agency
C0595,Individual,Anna,Murray,06-10-1966,F,USA,Utah,Home,3,No,Agency
C0596,Individual,Gerald,Phillips,12-17-1975,M,USA,Nevada,Home,4,No,Agency
C0597,Individual,Peter,King,12-17-1985,M,UK,Northern Ireland,Home,2,Yes,Website
C0598,Individual,Jacob,Gray,12-24-1948,M,USA,Colorado,Investment,4,No,Website
C0599,Individual,Jennifer,Turner,12-19-1997,F,Canada,Alberta,Home,2,No,Agency
C0600,Individual,Thomas,King,12-17-1983,M,USA,Oregon,Investment,1,No,Client
C0601,Individual,Lisa,Nelson,12-16-1971,F,USA,California,Home,4,No,Website
C0602,Individual,Albert,Hayes,12-24-1983,M,Germany,Bavaria,Home,4,No,Agency
C0603,Individual,Diane,Thompson,07-01-1994,F,USA,New York,Home,4,Yes,Agency
C0604,Individual,Danielle,Montgomery,12-17-1997,F,Belgium,Wallonia,Home,1,No,Agency
C0605,Individual,Nathan,Flores,12-28-1973,M,USA,Utah,Home,4,Yes,Agency
C0606,Individual,Carolyn,Stone,12-25-1948,F,France,Ile-de-France,Investment,1,No,Website
C0607,Individual,Daniel,Edwards,12-14-1961,M,USA,California,Home,1,No,Agency
C0608,Individual,Jerry,Adams,12-14-1955,M,USA,California,Home,4,No,Agency
C0609,Individual,Julia,Richardson,12-22-1960,F,USA,Washington,Home,4,No,Agency
C0610,Individual,Ann,Owens,10-05-1970,F,USA,California,Investment,4,No,Website
C0611,Individual,Jacob,Price,06-12-1950,M,USA,California,Home,4,No,Agency
C0612,Individual,Kevin,Wood,12-26-1959,M,USA,Florida,Home,4,No,Agency
C0613,Individual,Cynthia,Cox,02-10-1995,F,Australia,Victoria,Home,4,No,Agency
C0614,Individual,George,Bryant,07-01-1972,M,UK,Wales,Home,3,Yes,Website
C0615,Individual,Jordan,King,12-01-1957,M,USA,Utah,Home,2,Yes,Website
C0616,Individual,Julie,Brooks,12-17-1962,F,USA,Virginia,Investment,1,Yes,Agency
C0617,Individual,Carolyn,Evans,07-10-1986,F,USA,Ohio,Home,5,Yes,Website
C0618,Individual,Austin,Taylor,11-05-1968,M,USA,Texas,Home,3,No,Agency
C0619,Individual,Heather,Morales,12-25-1969,F,USA,Washington,Home,4,No,Website
C0620,Individual,Sarah,Howard,12-22-1959,F,France,Brittany,Home,3,No,Website
C0621,Individual,Jonathan,Turner,12-13-1981,M,Germany,Bavaria,Investment,3,Yes,Agency
C0622,Individual,Katherine,Ward,09-10-1987,F,USA,Washington,Investment,2,No,Client
C0623,Individual,Jonathan,Adams,12-27-1985,M,USA,Florida,Investment,3,Yes,Client
C0624,Individual,Carl,Jordan,02-09-2000,M,USA,Nevada,Investment,3,No,Agency
C0625,Individual,Deborah,Hayes,08-07-1983,F,Belgium,Flanders,Investment,2,Yes,Agency
C0626,Individual,Sara,Jones,12-13-1967,F,Germany,Hamburg,Investment,2,No,Website
